fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Benardo,Sopaj,Lion King,167.64000000000001,135,167.64,Orthodox,2000-09-25,11,3,0,NULL,http://ufcstats.com/fighter-details/b6c37948cb226e8c
Emiliano,Sordi,He-Man,187.96,205,NULL,Orthodox,1991-02-15,16,7,0,NULL,http://ufcstats.com/fighter-details/4c9b84d559822830
Sean,Soriano,NULL,175.26,145,177.8,Orthodox,1989-10-06,14,8,0,NULL,http://ufcstats.com/fighter-details/bd5403efbaa445c0
Punahele,Soriano,Puna,180.34,170,182.88,Southpaw,1992-11-22,10,4,0,NULL,http://ufcstats.com/fighter-details/64facb6cc564262d
Dmitry,Sosnovskiy,Wicked Machine,190.5,240,195.58,Orthodox,1989-07-06,11,0,0,NULL,http://ufcstats.com/fighter-details/85ff1b9471d35238
Ben,Sosoli,Combat Wombat,182.88,265,182.88,Southpaw,1989-12-10,7,3,0,2,http://ufcstats.com/fighter-details/326f94d6cfb1bf25
Krzysztof,Soszynski,The Polish Experiment,185.42,205,195.58,Open Stance,1977-08-02,26,12,1,NULL,http://ufcstats.com/fighter-details/59583ff832fe9d68
George,Sotiropoulos,NULL,177.8,155,180.34,Orthodox,1977-07-09,14,7,0,NULL,http://ufcstats.com/fighter-details/896c322f56b8be5a
Greg,Soto,NULL,180.34,170,185.42,Orthodox,1986-06-03,9,4,0,NULL,http://ufcstats.com/fighter-details/9c669abd35b2522f
Alex,Soto,Extremo,172.72,135,NULL,Southpaw,1984-02-15,8,3,1,NULL,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d
Joe,Soto,One Bad Mofo,167.64000000000001,135,165.1,Orthodox,1987-03-22,18,7,0,NULL,http://ufcstats.com/fighter-details/a4e85a58fbce64b2
Mario,Soto,Dr. Mario,182.88,145,NULL,,NULL,7,2,0,NULL,http://ufcstats.com/fighter-details/cac3aaa66c20bee1
Andre,Soukhamthath,The Asian Sensation,175.26,135,177.8,Orthodox,1988-10-23,13,8,0,NULL,http://ufcstats.com/fighter-details/d0e50a3d1b250708
Mario,Sousa,Coracao Valente,190.5,185,200.66,Orthodox,1996-10-20,15,3,0,NULL,http://ufcstats.com/fighter-details/72782745eb47161a
Bobby,Southworth,NULL,187.96,205,NULL,Orthodox,1969-12-16,10,6,0,1,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7
Jacare,Souza,NULL,185.42,185,182.88,Orthodox,1979-12-07,26,10,0,1,http://ufcstats.com/fighter-details/7a703c565ccaa18f
Edimilson,Souza,Kevin,182.88,145,187.96,Orthodox,1984-10-17,15,5,0,NULL,http://ufcstats.com/fighter-details/6c7020b859c7a3ce
Livinha,Souza,The Brazilian Gangsta,160.02,115,160.02,Orthodox,1991-03-11,14,4,0,NULL,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
Bruno,Souza,The Tiger,177.8,145,177.8,Orthodox,1996-03-07,10,3,0,NULL,http://ufcstats.com/fighter-details/0e5c4e72237461bb
Ketlen,Souza,Esquentadinha,160.02,115,160.02,Orthodox,1994-08-18,15,4,0,NULL,http://ufcstats.com/fighter-details/8bd4200561c77a62
Jose,Heraldo Souza,NULL,NULL,185,NULL,,1994-12-15,9,1,1,NULL,http://ufcstats.com/fighter-details/22b43be04d7454d0
Charon,Spain,NULL,175.26,155,NULL,,1988-03-11,14,26,0,NULL,http://ufcstats.com/fighter-details/c278e8843b8abfec
Chris,Spang,The Kiss,187.96,170,NULL,Orthodox,1987-11-26,6,3,0,NULL,http://ufcstats.com/fighter-details/411d012af19ecb59
Andreas,Spang,Sweet Swede,185.42,185,NULL,,1978-11-07,9,3,0,NULL,http://ufcstats.com/fighter-details/b9eb5b4ed07d1525
Ryan,Spann,Superman,195.57999999999998,205,200.66,Orthodox,1991-08-24,21,10,0,NULL,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
Ron,Sparks,The Monster,195.57999999999998,265,NULL,,NULL,8,3,0,NULL,http://ufcstats.com/fighter-details/743fd9080892501d
Tommy,Speer,NULL,177.8,170,180.34,Orthodox,1984-08-20,21,7,0,NULL,http://ufcstats.com/fighter-details/1411c630ba711b64
Patrick,Speight,NULL,185.42,170,NULL,Orthodox,NULL,7,3,0,NULL,http://ufcstats.com/fighter-details/ae4650eb56ab6a11
Sean,Spencer,Black Magic,177.8,170,187.96,Orthodox,1987-06-25,12,6,0,NULL,http://ufcstats.com/fighter-details/ab850a77a0fa487d
Felicia,Spencer,FeeNom,167.64000000000001,145,172.72,Orthodox,1990-11-29,9,3,0,NULL,http://ufcstats.com/fighter-details/39d91e95949de3d9
Sam,Spengler,The Ram,180.34,185,NULL,Orthodox,NULL,9,5,0,NULL,http://ufcstats.com/fighter-details/221b2a3070c7ce3e
Nick,Sperling,NULL,NULL,135,NULL,,NULL,3,4,0,NULL,http://ufcstats.com/fighter-details/7d68f3bec89e08ec
Mario,Sperry,Zen Machine,187.96,205,NULL,Orthodox,1966-09-28,13,4,0,NULL,http://ufcstats.com/fighter-details/5f2197acaba7d5ef
Eric,Spicely,Zebrinha,185.42,185,185.42,Orthodox,1986-09-29,12,6,0,NULL,http://ufcstats.com/fighter-details/b9664eae2ac75262
Waachiim,Spiritwolf,Native Warrior,172.72,170,NULL,,NULL,12,13,1,2,http://ufcstats.com/fighter-details/71caa995674203aa
Daniel,Spitz,NULL,200.66,245,208.28,Orthodox,1990-07-31,6,3,0,NULL,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
Serghei,Spivac,Polar Bear,190.5,260,198.12,Orthodox,1995-01-24,17,4,0,NULL,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
Daniel,Spohn,Dragon,193.04,205,200.66,Southpaw,1984-10-12,15,6,0,NULL,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Pete,Spratt,The Secret Weapon,175.26,170,NULL,Orthodox,1971-01-09,25,23,0,NULL,http://ufcstats.com/fighter-details/c3ea8deeba00462b
Austin,Springer,NULL,172.72,145,180.34,Orthodox,1987-05-12,12,4,0,NULL,http://ufcstats.com/fighter-details/37cc294027f55e4d
Georges,St-Pierre,Rush,180.34,185,193.04,Orthodox,1981-05-19,26,2,0,NULL,http://ufcstats.com/fighter-details/6506c1d34da9c013
Bobby,Stack,NULL,175.26,155,NULL,Orthodox,NULL,8,3,0,NULL,http://ufcstats.com/fighter-details/6436029b50a9c255
Andreas,Stahl,Real Steel,180.34,170,NULL,Orthodox,1988-05-20,10,4,0,NULL,http://ufcstats.com/fighter-details/69a400af4420cd6a
Ron,Stallings,The Choir Boy,187.96,170,190.5,Southpaw,1983-01-25,14,8,0,1,http://ufcstats.com/fighter-details/6dd758d34da8d254
Cody,Stamann,The Spartan,167.64000000000001,135,162.56,Orthodox,1989-11-09,21,7,1,NULL,http://ufcstats.com/fighter-details/bf7ad5628363eec9
Cristina,Stanciu,Barbie,160.02,115,NULL,Orthodox,1994-03-29,5,2,0,NULL,http://ufcstats.com/fighter-details/175852708cb55776
Brian,Stann,All American,185.42,205,187.96,Orthodox,1980-09-24,12,6,0,NULL,http://ufcstats.com/fighter-details/579fcdfcabd23a7b
Josh,Stansbury,The Sandman,187.96,205,187.96,Orthodox,1984-11-19,4,8,0,NULL,http://ufcstats.com/fighter-details/30ea504870f8597b
Dion,Staring,Soldier,185.42,235,NULL,Orthodox,1978-06-09,35,14,0,NULL,http://ufcstats.com/fighter-details/289a57039d742bfe
Lucas,Stark,NULL,NULL,155,NULL,,NULL,1,5,0,NULL,http://ufcstats.com/fighter-details/93e4754d0984c82f
Clifford,Starks,NULL,182.88,185,198.12,Orthodox,1981-04-25,13,3,0,NULL,http://ufcstats.com/fighter-details/5abf827d62f98fee
Kalib,Starnes,NULL,190.5,185,187.96,Orthodox,1975-01-06,17,11,1,NULL,http://ufcstats.com/fighter-details/c8136ab8aa32c974
Laureano,Staropoli,Pepi,185.42,185,180.34,Orthodox,1993-02-27,9,5,0,NULL,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Damian,Stasiak,Webster,165.1,135,177.8,Orthodox,1990-02-20,10,6,0,NULL,http://ufcstats.com/fighter-details/42a7e90605df3c8a
Adam,Steele,NULL,NULL,170,NULL,,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/16044bd8762cf794
Dominique,Steele,Non-Stop Action-Packed,177.8,170,187.96,Orthodox,1988-01-27,14,9,0,NULL,http://ufcstats.com/fighter-details/68c11c27d4d56572
Ricky,Steele,The Karate Kid,175.26,135,187.96,Orthodox,1988-05-26,6,0,0,NULL,http://ufcstats.com/fighter-details/09a6ed4ee97a5606
Kody,Steele,NULL,175.26,155,180.34,Orthodox,1995-04-21,6,0,0,NULL,http://ufcstats.com/fighter-details/aebaa8cec15b083d
Eric,Steenberg,NULL,NULL,155,NULL,,1983-06-22,5,1,0,NULL,http://ufcstats.com/fighter-details/377bc9dc0b2745f9
Steve,Steinbeiss,The Hooligan,190.5,185,190.5,Orthodox,1981-05-05,9,4,0,NULL,http://ufcstats.com/fighter-details/0b5b6876c2a4723f
Ray,Steinbeiss,Ipswitch Cobra,180.34,170,NULL,Orthodox,1979-09-12,14,7,0,NULL,http://ufcstats.com/fighter-details/6000b5ae6c462142
Dmitri,Stepanov,NULL,190.5,217,NULL,Orthodox,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/738acab0c6934dd8
Jeremy,Stephens,Lil' Heathen,175.26,145,180.34,Orthodox,1986-05-25,28,19,0,1,http://ufcstats.com/fighter-details/18968f97ad34f15c
Aljamain,Sterling,Funk Master,170.18,145,180.34,Orthodox,1989-07-31,24,4,0,NULL,http://ufcstats.com/fighter-details/cb696ebfb6598724
Marc,Stevens,NULL,175.26,155,NULL,,NULL,21,10,0,NULL,http://ufcstats.com/fighter-details/310c4d4b2b32796b
Joe,Stevenson,Daddy,170.18,145,177.8,Orthodox,1982-06-15,33,16,0,NULL,http://ufcstats.com/fighter-details/79899ecf62020f6d
Maia,Stevenson,NULL,162.56,115,157.48,Orthodox,1982-03-19,6,5,0,NULL,http://ufcstats.com/fighter-details/2fee10d5cf86bfca
Luke,Stewart,NULL,180.34,170,NULL,Orthodox,NULL,6,3,0,NULL,http://ufcstats.com/fighter-details/27b1a406ac171b19
Darren,Stewart,The Dentist,182.88,205,187.96,Orthodox,1990-12-30,12,8,0,2,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Kyle,Stewart,Gunz Up,182.88,170,193.04,Orthodox,1989-01-31,11,3,0,NULL,http://ufcstats.com/fighter-details/bb61823f76361297
Alex,Stiebling,The Brazilian Killa,187.96,205,NULL,Southpaw,NULL,19,11,1,1,http://ufcstats.com/fighter-details/df5a77121ba84a5d
Tyler,Stinson,The Evolution,190.5,170,NULL,,1986-01-17,30,10,0,NULL,http://ufcstats.com/fighter-details/2cf520143e76cd2e
Navajo,Stirling,NULL,193.04,205,200.66,Orthodox,1997-11-07,5,0,0,NULL,http://ufcstats.com/fighter-details/b4b496ec2197ee3e
Dan,Stittgen,The Anvil,185.42,170,NULL,Orthodox,1980-11-17,12,5,0,NULL,http://ufcstats.com/fighter-details/cc3147b49c7d7d92
Lazar,Stojadinovic,The Bronx Bomber,170.18,145,172.72,Southpaw,1989-03-22,12,5,0,NULL,http://ufcstats.com/fighter-details/4d25497994da569c
Denis,Stojnic,NULL,182.88,245,NULL,Orthodox,1980-02-02,13,3,0,1,http://ufcstats.com/fighter-details/a421465acbe59c77
Julija,Stoliarenko,NULL,170.18,125,167.64,Orthodox,1993-04-08,11,9,2,NULL,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Dustin,Stoltzfus,NULL,182.88,185,190.5,Orthodox,1991-11-15,15,6,0,NULL,http://ufcstats.com/fighter-details/71505842fb6455c3
Niklas,Stolze,Green Mask,185.42,155,187.96,Switch,1992-12-28,12,6,0,NULL,http://ufcstats.com/fighter-details/62f7097c04311193
Ken,Stone,NULL,172.72,135,180.34,Southpaw,1982-10-08,11,4,0,NULL,http://ufcstats.com/fighter-details/fbf0947399d14323
Ryan,Stonitsch,NULL,175.26,170,NULL,Southpaw,1977-02-03,8,1,0,NULL,http://ufcstats.com/fighter-details/8d477c3fbe001f9d
George,Stork,NULL,177.8,185,NULL,,NULL,7,9,0,NULL,http://ufcstats.com/fighter-details/61dd409cb40d1a55
Rick,Story,The Horror,175.26,170,180.34,Southpaw,1984-08-28,19,9,0,NULL,http://ufcstats.com/fighter-details/5b5307450405abf0
Darko,Stosic,NULL,182.88,205,193.04,Orthodox,1992-02-09,13,4,0,NULL,http://ufcstats.com/fighter-details/025f0b1b58fbad01
Greg,Stott,Ranger,170.18,220,NULL,Southpaw,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/91181b29be041f1c
Curtis,Stout,NULL,185.42,185,NULL,Southpaw,1973-11-07,11,12,1,NULL,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2
Sam,Stout,Hands of Stone,175.26,155,177.8,Orthodox,1984-04-23,20,12,1,NULL,http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Tim,Stout,NULL,180.34,185,NULL,,1979-02-09,12,10,0,NULL,http://ufcstats.com/fighter-details/e1a4568fec1fc24f
Jesse,Strader,Sui Generis,170.18,135,177.8,Orthodox,1991-05-29,5,3,0,NULL,http://ufcstats.com/fighter-details/8c39367b53eadf8a
Gennaro,Strangis,NULL,NULL,NULL,NULL,,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/495add4fbede0a44
Dave,Strasser,NULL,177.8,170,NULL,Orthodox,1969-07-13,25,8,0,NULL,http://ufcstats.com/fighter-details/980b4e712489098e
Daniel,Straus,NULL,170.18,145,180.34,,1984-07-27,24,7,0,1,http://ufcstats.com/fighter-details/15347cd4cdf01b03
Gerald,Strebendt,The Finishing Machine,175.26,155,NULL,Orthodox,1979-03-01,9,7,0,NULL,http://ufcstats.com/fighter-details/04f9fe830cf13482
Sean,Strickland,NULL,185.42,185,193.04,Orthodox,1991-02-27,29,6,0,NULL,http://ufcstats.com/fighter-details/0d8011111be000b2
Mark,Striegl,Mugen,172.72,145,177.8,Southpaw,1988-06-23,18,4,0,1,http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Hans,Stringer,NULL,190.5,205,NULL,Orthodox,1987-07-06,22,8,3,NULL,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
Stefan,Struve,Skyscraper,210.82,265,213.36,Orthodox,1988-02-18,33,13,0,NULL,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Josh,Stuart,NULL,175.26,160,NULL,,NULL,1,4,0,NULL,http://ufcstats.com/fighter-details/601cf40c09090853
Mike,Stumpf,NULL,177.8,170,NULL,,1986-08-01,11,4,0,NULL,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5
Kyle,Sturgeon,NULL,190.5,225,NULL,Switch,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/d30415ec5e8783cd
Tatiana,Suarez,NULL,165.1,115,167.64,Southpaw,1990-12-19,11,0,0,NULL,http://ufcstats.com/fighter-details/b08012bbe542592a
Masanori,Suda,NULL,175.26,183,NULL,Orthodox,NULL,22,11,3,NULL,http://ufcstats.com/fighter-details/3a7513372f79c8c8
Genki,Sudo,Neo-Samurai,175.26,155,NULL,Orthodox,1978-03-08,15,4,2,NULL,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
Lucasz,Sudolski,NULL,193.04,205,190.5,Orthodox,1993-06-15,8,1,0,NULL,http://ufcstats.com/fighter-details/b160e4f251283d70
Daisuke,Sugie,Amazon,167.64000000000001,160,NULL,Orthodox,NULL,10,8,1,NULL,http://ufcstats.com/fighter-details/8215e4fe24e8e81b
Takashi,Sugiura,NULL,180.34,225,NULL,Southpaw,1970-05-31,1,3,0,NULL,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd
Naho,Sugiyuma,Sugi Rock,154.94,105,NULL,,1978-02-03,12,5,0,NULL,http://ufcstats.com/fighter-details/b205d4f2ff44bc89
George,Sullivan,The Silencer,182.88,170,185.42,Orthodox,1981-03-13,17,7,0,1,http://ufcstats.com/fighter-details/6c7e25571490aa3b
Amar,Suloev,NULL,175.26,183,NULL,Orthodox,1976-07-01,24,7,0,NULL,http://ufcstats.com/fighter-details/7aa88401f93ce836
Magomed,Sultanakhmedov,NULL,187.96,185,NULL,Southpaw,NULL,18,6,0,NULL,http://ufcstats.com/fighter-details/fe1fdc6be470f773
Justin,Sumter,NULL,187.96,185,203.2,Southpaw,1989-11-16,7,3,0,NULL,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5
Sumudaerji,NULL,The Tibetan Eagle,172.72,125,182.88,Southpaw,1996-01-20,16,6,0,NULL,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Rama,Supandhi,Hellboy,165.1,125,167.64,Southpaw,1991-11-07,8,4,0,NULL,http://ufcstats.com/fighter-details/6d537248fe7cccf1
Aji,Susilo,NULL,177.8,155,NULL,,NULL,6,4,0,NULL,http://ufcstats.com/fighter-details/22af3546bd967280
Jason,Suttie,Nobunaga,182.88,210,NULL,Orthodox,1973-08-07,0,1,0,NULL,http://ufcstats.com/fighter-details/cc5834a495d1ea08
Joel,Sutton,NULL,180.34,205,NULL,Orthodox,NULL,2,4,1,NULL,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66
Chad,Sutton,NULL,185.42,185,NULL,,1982-08-07,2,2,0,NULL,http://ufcstats.com/fighter-details/556347e2b0e33979
Danilo,Suzart,NULL,182.88,260,NULL,Orthodox,1991-12-04,9,2,0,NULL,http://ufcstats.com/fighter-details/3d99e5aa85d7576a
Martin,Svensson,NULL,185.42,155,NULL,,1985-04-25,15,6,0,NULL,http://ufcstats.com/fighter-details/bcad7223af3c19da
Daniel,Swain,NULL,175.26,145,177.8,Orthodox,1991-01-30,20,10,1,NULL,http://ufcstats.com/fighter-details/cc39185f2d7d89e4
Cub,Swanson,NULL,172.72,145,177.8,Orthodox,1983-11-02,29,14,0,NULL,http://ufcstats.com/fighter-details/d247691a6c0e9034
Mike,Swick,Quick,185.42,170,195.58,Orthodox,1979-06-19,15,6,0,NULL,http://ufcstats.com/fighter-details/9fe85152f351e737
Floyd,Sword,NULL,182.88,185,NULL,Orthodox,1976-08-24,12,3,0,NULL,http://ufcstats.com/fighter-details/5330fe7e4c3af81c
Oumar,Sy,NULL,193.04,205,210.82,Orthodox,1995-11-21,10,0,0,NULL,http://ufcstats.com/fighter-details/46e2011d92463b7e
Bentley,Syler,Bolivia,162.56,125,NULL,Orthodox,1982-12-22,5,1,0,NULL,http://ufcstats.com/fighter-details/abd2109bc4cb0291
Kevin,Syler,El Nino Bala,175.26,155,180.34,Switch,1993-07-29,10,1,0,NULL,http://ufcstats.com/fighter-details/9094a881a7513de3
Leo,Sylvest,Lethal,180.34,205,NULL,Orthodox,1973-09-03,10,16,0,NULL,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
Tony,Sylvester,NULL,185.42,225,NULL,Southpaw,1978-01-27,11,3,0,NULL,http://ufcstats.com/fighter-details/87b7df65c30008c4
Tim,Sylvia,The Maine-iac,203.2,265,203.2,Orthodox,1976-03-05,31,10,0,1,http://ufcstats.com/fighter-details/2a542ee8a8b83559
Kevin,Szaflarski,NULL,195.57999999999998,260,195.58,Orthodox,1994-12-30,11,2,0,NULL,http://ufcstats.com/fighter-details/d2d05dda5f887f87
Bartosz,Szewczyk,NULL,NULL,205,NULL,,NULL,8,2,1,NULL,http://ufcstats.com/fighter-details/224050896306f00c
Osamu,Tachihikari,NULL,195.57999999999998,300,NULL,Orthodox,NULL,0,4,0,NULL,http://ufcstats.com/fighter-details/e7bc606d269896aa
Amber,Tackett,NULL,NULL,115,NULL,,NULL,1,3,0,NULL,http://ufcstats.com/fighter-details/bb01bc3c57f39b04
Eugenio,Tadeu,NULL,172.72,160,NULL,Orthodox,NULL,2,3,0,1,http://ufcstats.com/fighter-details/f70144caea5c4c80
Justin,Tafa,Bad Man,182.88,264,187.96,Southpaw,1993-12-13,7,4,0,1,http://ufcstats.com/fighter-details/e13abac8089a801a
Junior,Tafa,The Juggernaut,190.5,240,190.5,Orthodox,1996-09-21,5,3,0,NULL,http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Khalid,Taha,The Warrior,165.1,135,175.26,Orthodox,1992-02-15,13,5,0,1,http://ufcstats.com/fighter-details/b4537562f88ac582
Joe,Taimanglo,The Juggernaut,162.56,135,NULL,,1984-06-27,23,7,1,NULL,http://ufcstats.com/fighter-details/9bf126927843e184
Tatsuro,Taira,NULL,170.18,125,177.8,Orthodox,2000-01-27,16,0,0,NULL,http://ufcstats.com/fighter-details/4461d7e47375a895
Mairbek,Taisumov,Beckan,175.26,155,185.42,Orthodox,1988-08-08,27,6,0,NULL,http://ufcstats.com/fighter-details/8f5c8850b2484173
Nobuhiko,Takada,NULL,182.88,220,NULL,Southpaw,1962-04-12,2,6,2,NULL,http://ufcstats.com/fighter-details/a25b71fe5e31fa97
Yoshiki,Takahashi,Kazuo,180.34,199,NULL,Southpaw,1969-03-13,30,27,3,1,http://ufcstats.com/fighter-details/6420efac0578988b
Yoko,Takahashi,NULL,172.72,150,NULL,,1973-04-20,15,12,2,NULL,http://ufcstats.com/fighter-details/01f86e2d604e2f3c
Daiju,Takase,NULL,182.88,170,NULL,Southpaw,1978-04-20,12,15,2,NULL,http://ufcstats.com/fighter-details/4f74c8be51db8a37
Hiroyuki,Takaya,Streetfight Bancho,167.64000000000001,139,NULL,Orthodox,1977-06-10,21,14,2,NULL,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9
Yoshihiro,Takayama,NULL,195.57999999999998,280,NULL,Orthodox,1968-09-19,1,4,0,NULL,http://ufcstats.com/fighter-details/d856a0080ac09ed7
Makoto,Takimoto,NULL,170.18,205,NULL,Southpaw,1979-12-08,6,5,0,NULL,http://ufcstats.com/fighter-details/a7724f51e32e763e
Oleg,Taktarov,The Russian Bear,182.88,210,NULL,Orthodox,1967-08-26,17,5,2,NULL,http://ufcstats.com/fighter-details/1dc56b59cb28425d
Payton,Talbott,NULL,177.8,135,177.8,Switch,1998-09-09,9,0,0,NULL,http://ufcstats.com/fighter-details/6e743a33d56bdaa4
Nordine,Taleb,NULL,185.42,170,187.96,Orthodox,1981-06-10,15,7,0,NULL,http://ufcstats.com/fighter-details/49858bf46dabf6fb
Murtaza,Talha,NULL,182.88,205,187.96,Orthodox,1996-07-10,6,1,0,NULL,http://ufcstats.com/fighter-details/6aab5c20395ee722
Tsuyoshi,Tamakairiki,NULL,182.88,220,NULL,Orthodox,NULL,0,3,0,NULL,http://ufcstats.com/fighter-details/eaa0a728cc91ef60
Eli,Tamez,Tomahawk,170.18,135,NULL,,1985-08-22,10,0,0,NULL,http://ufcstats.com/fighter-details/bfd4d50591033a1f
Kiyoshi,Tamura,NULL,180.34,185,NULL,Southpaw,1969-12-17,32,13,3,NULL,http://ufcstats.com/fighter-details/30e8b4505f5ccf92
Akitoshi,Tamura,The Ironman,175.26,135,177.8,Orthodox,1980-05-31,21,18,2,NULL,http://ufcstats.com/fighter-details/c95fbc085e17a532
Issei,Tamura,NULL,165.1,135,160.02,Orthodox,1984-03-12,10,8,0,NULL,http://ufcstats.com/fighter-details/57bf89d42364d39e
Jason,Tan,NULL,177.8,170,NULL,Orthodox,1981-12-17,5,3,0,NULL,http://ufcstats.com/fighter-details/ad3041e61896b975
Akihito,Tanaka,Kinniku Mantaro,NULL,NULL,NULL,Southpaw,NULL,2,2,0,NULL,http://ufcstats.com/fighter-details/1bf49bf829964144
Michinori,Tanaka,NULL,165.1,135,170.18,Orthodox,1990-10-04,11,3,0,NULL,http://ufcstats.com/fighter-details/64788ee44b062ded
Evan,Tanner,NULL,182.88,185,187.96,Orthodox,1971-02-11,32,8,0,NULL,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Kasey,Tanner,NULL,170.18,135,175.26,Orthodox,1992-01-11,6,1,0,NULL,http://ufcstats.com/fighter-details/078b732efa497f49
Otari,Tanzilovi,NULL,177.8,135,177.8,Orthodox,1998-04-09,9,1,0,NULL,http://ufcstats.com/fighter-details/b9124c308671e303
Manny,Tapia,The Mangler,165.1,135,170.18,Orthodox,1981-03-14,12,14,1,NULL,http://ufcstats.com/fighter-details/0eec866a077889f0
Gary,Tapusoa,NULL,170.18,185,NULL,,NULL,8,3,0,NULL,http://ufcstats.com/fighter-details/37ac9e0f4fc86171
Miesha,Tate,Cupcake,167.64000000000001,135,165.1,Orthodox,1986-08-18,20,9,0,NULL,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Aaron,Tau,Tauzemup,162.56,135,167.64,Switch,1993-08-21,8,1,0,NULL,http://ufcstats.com/fighter-details/7abf7f8778472b7b
Deividas,Taurosevicius,NULL,175.26,145,172.72,Southpaw,1977-08-28,17,5,0,NULL,http://ufcstats.com/fighter-details/ef927e4fe2117ab8
Thiago,Tavares,NULL,170.18,145,177.8,Orthodox,1984-11-08,21,7,1,NULL,http://ufcstats.com/fighter-details/8a59d346dc976a10
Jeremy,Tavares,NULL,NULL,135,NULL,,NULL,1,6,0,NULL,http://ufcstats.com/fighter-details/681d07e328798ec0
Brad,Tavares,NULL,185.42,185,187.96,Orthodox,1987-12-21,20,10,0,NULL,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Ramon,Taveras,The Savage,172.72,135,177.8,Southpaw,1994-01-09,10,2,0,NULL,http://ufcstats.com/fighter-details/c5ccd878231c5407
Paul,Taylor,Relentless,182.88,155,182.88,Orthodox,1979-12-15,11,6,1,1,http://ufcstats.com/fighter-details/9b74de674c355425
Jesse,Taylor,JT Money,182.88,170,185.42,Orthodox,1983-01-02,31,15,0,NULL,http://ufcstats.com/fighter-details/dd992d569aaebee6
Torrance,Taylor,NULL,170.18,155,NULL,,NULL,13,8,1,NULL,http://ufcstats.com/fighter-details/88e53ec16b801740
Louis,Taylor,Handgunz,180.34,185,NULL,Orthodox,1979-05-12,13,4,0,NULL,http://ufcstats.com/fighter-details/49bddfee9ed54cf3
Anthony,Taylor,Pretty Boy,170.18,145,NULL,,NULL,1,3,0,NULL,http://ufcstats.com/fighter-details/637a4d8825464c62
Danielle,Taylor,Dynamite,152.4,115,152.4,Orthodox,1989-10-25,9,4,0,NULL,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
J.T,Taylor,The Outlaw,177.8,NULL,NULL,,NULL,7,7,0,NULL,http://ufcstats.com/fighter-details/17c6e35e4da505b0
James,Te Huna,NULL,187.96,185,190.5,Orthodox,1981-09-29,16,9,0,NULL,http://ufcstats.com/fighter-details/f5431394fb284bb9
Shawn,Teed,NULL,195.57999999999998,265,NULL,Orthodox,1992-02-13,5,2,0,NULL,http://ufcstats.com/fighter-details/5bb70ebd65075c5c
Glover,Teixeira,NULL,187.96,205,193.04,Orthodox,1979-10-28,33,9,0,NULL,http://ufcstats.com/fighter-details/7ff97850e8c32bda
John,Teixeira,Macapa,170.18,145,NULL,Orthodox,1986-11-18,21,2,2,NULL,http://ufcstats.com/fighter-details/86061eaba822bfea
Ewerton,Teixeira,NULL,185.42,242,NULL,,1982-02-13,3,1,0,NULL,http://ufcstats.com/fighter-details/de9e331b3e6bae70
Tallison,Teixeira,Xicao,200.66,258,210.82,Orthodox,1999-12-07,7,0,0,NULL,http://ufcstats.com/fighter-details/17923f676f100e16
Tra,Telligman,Trauma,187.96,233,NULL,Orthodox,1965-02-07,7,5,1,NULL,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Ramazan,Temirov,Temurlan,NULL,125,NULL,,1997-01-31,17,2,0,NULL,http://ufcstats.com/fighter-details/7d0a1968b38ca439
