event_name,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url
UFC Fight Night: Assuncao vs. Moraes 2,Jason Herzog,Raphael Assuncao,Marlon Moraes,Marlon Moraes,5,F,Bantamweight,M,Submission,Guillotine Choke On Ground,1,3:17,http://ufcstats.com/fight-details/4e8b2357fea211e9
UFC Fight Night: Assuncao vs. Moraes 2,Jerin Valel,Jose Aldo,Renato Moicano,Jose Aldo,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,2,0:44,http://ufcstats.com/fight-details/300f1489174a3ece
UFC Fight Night: Assuncao vs. Moraes 2,Osiris Maia,Demian Maia,Lyman Good,Demian Maia,3,F,Welterweight,M,Submission,Rear Naked Choke,1,2:38,http://ufcstats.com/fight-details/ce246b336b6bd638
UFC Fight Night: Assuncao vs. Moraes 2,Jerin Valel,Charles Oliveira,David Teymur,Charles Oliveira,3,F,Lightweight,M,Submission,Anaconda Choke On Ground,2,0:55,http://ufcstats.com/fight-details/85036b967403cdab
UFC Fight Night: Assuncao vs. Moraes 2,Eduardo Herdy,Johnny Walker,Justin Ledet,Johnny Walker,3,F,Light Heavyweight,M,KO/TKO,Spinning Back Fist Head,1,0:15,http://ufcstats.com/fight-details/44cfd4330eb6e2bf
UFC Fight Night: Assuncao vs. Moraes 2,Camila Albuquerque,Livinha Souza,Sarah Frota,Livinha Souza,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/53abea410a0541c8
UFC Fight Night: Assuncao vs. Moraes 2,Eduardo Herdy,Markus Perez,Anthony Hernandez,Markus Perez,3,F,Middleweight,M,Submission,Anaconda Choke On Ground,2,1:07,http://ufcstats.com/fight-details/ebb685a81f65ce1b
UFC Fight Night: Assuncao vs. Moraes 2,Camila Albuquerque,Mara Romero Borella,Taila Santos,Mara Romero Borella,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/904e0e46392dff93
UFC Fight Night: Assuncao vs. Moraes 2,Jason Herzog,Thiago Alves,Max Griffin,Thiago Alves,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/59097097bc09cdef
UFC Fight Night: Assuncao vs. Moraes 2,Joao Claudio Soares,Junior Albini,Jairzinho Rozenstruik,Jairzinho Rozenstruik,3,F,Heavyweight,M,KO/TKO,Kick to Head At Distance,2,0:54,http://ufcstats.com/fight-details/491b7d974254596d
UFC Fight Night: Assuncao vs. Moraes 2,Osiris Maia,Geraldo de Freitas,Felipe Colares,Geraldo de Freitas,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/818456a713fdabe6
UFC Fight Night: Assuncao vs. Moraes 2,Joao Claudio Soares,Ricardo Ramos,Said Nurmagomedov,Said Nurmagomedov,3,F,Bantamweight,M,KO/TKO,Spinning Back Kick Body,1,2:28,http://ufcstats.com/fight-details/9192053a3884aadf
UFC Fight Night: Assuncao vs. Moraes 2,Jerin Valel,Bibulatov Magomed,Rogerio Bontorin,Rogerio Bontorin,3,F,Flyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/8f8a6c578308d014
UFC Fight Night: Cejudo vs. Dillashaw,Kevin MacDonald,Henry Cejudo,TJ Dillashaw,Henry Cejudo,5,T,Flyweight,M,KO/TKO,Punches to Head On Ground,1,0:32,http://ufcstats.com/fight-details/85511ab7fd9ed061
UFC Fight Night: Cejudo vs. Dillashaw,Dan Miragliotta,Greg Hardy,Allen Crowder,Allen Crowder,3,F,Heavyweight,M,DQ,Illegal Knee by Hardy,2,2:28,http://ufcstats.com/fight-details/8da2c348ba6001a0
UFC Fight Night: Cejudo vs. Dillashaw,Todd Ronald Anderson,Gregor Gillespie,Yancy Medeiros,Gregor Gillespie,3,F,Lightweight,M,KO/TKO,Punches to Head From Back Control,2,4:59,http://ufcstats.com/fight-details/0261adcfc6e49150
UFC Fight Night: Cejudo vs. Dillashaw,Blake Grice,Joseph Benavidez,Dustin Ortiz,Joseph Benavidez,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4738cd4cd8d33eeb
UFC Fight Night: Cejudo vs. Dillashaw,Kevin MacDonald,Paige VanZant,Rachael Ostovich,Paige VanZant,3,F,Women's Flyweight,F,Submission,Armbar On Ground,2,1:50,http://ufcstats.com/fight-details/7ddd21d48e3b34b9
UFC Fight Night: Cejudo vs. Dillashaw,Dan Miragliotta,Glover Teixeira,Karl Roberson,Glover Teixeira,3,F,Light Heavyweight,M,Submission,Arm Triangle From Side Control,1,3:21,http://ufcstats.com/fight-details/5d1f24e034772338
UFC Fight Night: Cejudo vs. Dillashaw,Todd Ronald Anderson,Alexander Hernandez,Donald Cerrone,Donald Cerrone,3,F,Lightweight,M,KO/TKO,Kick to Head At Distance,2,3:43,http://ufcstats.com/fight-details/3dd0951b8855137d
UFC Fight Night: Cejudo vs. Dillashaw,Blake Grice,Joanne Wood,Ariane da Silva,Joanne Wood,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/77c6a6f33289b872
UFC Fight Night: Cejudo vs. Dillashaw,Dan Miragliotta,Alonzo Menifield,Vinicius Moreira,Alonzo Menifield,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,3:56,http://ufcstats.com/fight-details/8a9c8f1d53d8c664
UFC Fight Night: Cejudo vs. Dillashaw,Kevin MacDonald,Cory Sandhagen,Mario Bautista,Cory Sandhagen,3,F,Bantamweight,M,Submission,Armbar On Ground,1,3:31,http://ufcstats.com/fight-details/efbab76bedbfb65d
UFC Fight Night: Cejudo vs. Dillashaw,Blake Grice,Dennis Bermudez,Te Edwards,Dennis Bermudez,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2ea1f463620bcd3d
UFC Fight Night: Cejudo vs. Dillashaw,Todd Ronald Anderson,Belal Muhammad,Geoff Neal,Geoff Neal,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2cc1fe3570999428
UFC Fight Night: Cejudo vs. Dillashaw,Dan Miragliotta,Kyle Stewart,Chance Rencountre,Chance Rencountre,3,F,Welterweight,M,Submission,Rear Naked Choke,1,2:25,http://ufcstats.com/fight-details/e76227f395b94e47
UFC 232: Jones vs. Gustafsson 2,Mike Beltran,Jon Jones,Alexander Gustafsson,Jon Jones,5,T,Light Heavyweight,M,KO/TKO,Punches to Head From Back Control,3,2:02,http://ufcstats.com/fight-details/ceaae1db8ccde29c
UFC 232: Jones vs. Gustafsson 2,Marc Goddard,Cristiane Justino,Amanda Nunes,Amanda Nunes,5,T,Women's Featherweight,F,KO/TKO,Punches to Head At Distance,1,0:51,http://ufcstats.com/fight-details/3278e45b30f7dd33
UFC 232: Jones vs. Gustafsson 2,Mike Beltran,Carlos Condit,Michael Chiesa,Michael Chiesa,3,F,Welterweight,M,Submission,Kimura From Half Guard,2,0:56,http://ufcstats.com/fight-details/1ca41d3b11d88b36
UFC 232: Jones vs. Gustafsson 2,Marc Goddard,Ilir Latifi,Corey Anderson,Corey Anderson,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9ee818e10dcf3b45
UFC 232: Jones vs. Gustafsson 2,Mark Smith,Chad Mendes,Alexander Volkanovski,Alexander Volkanovski,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,2,4:14,http://ufcstats.com/fight-details/a5ea53104392fa9f
UFC 232: Jones vs. Gustafsson 2,Marc Goddard,Cat Zingano,Megan Anderson,Megan Anderson,3,F,Women's Featherweight,F,KO/TKO,"Kick to Head At Distance
      Eye Injury to Zingano",1,1:01,http://ufcstats.com/fight-details/b0e16dd491bc4fea
UFC 232: Jones vs. Gustafsson 2,Mark Smith,Douglas Silva de Andrade,Petr Yan,Petr Yan,3,F,Bantamweight,M,KO/TKO,"to    
      Corner Stoppage",2,5:00,http://ufcstats.com/fight-details/498e7b0800af226c
UFC 232: Jones vs. Gustafsson 2,Ed Collantes,BJ Penn,Ryan Hall,Ryan Hall,3,F,Lightweight,M,Submission,Heel Hook After Drop to Ground,1,2:46,http://ufcstats.com/fight-details/bd7a8c6c74655afc
UFC 232: Jones vs. Gustafsson 2,Mark Smith,Nathaniel Wood,Andre Ewell,Nathaniel Wood,3,F,Bantamweight,M,Submission,Rear Naked Choke,3,4:12,http://ufcstats.com/fight-details/61bf6748cf85eb84
UFC 232: Jones vs. Gustafsson 2,Marc Goddard,Uriah Hall,Bevon Lewis,Uriah Hall,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,3,1:32,http://ufcstats.com/fight-details/4de25b19c4dedb14
UFC 232: Jones vs. Gustafsson 2,Mike Beltran,Curtis Millender,Siyar Bahadurzada,Curtis Millender,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3f5a623cf360c494
UFC 232: Jones vs. Gustafsson 2,Ed Collantes,Brian Kelleher,Montel Jackson,Montel Jackson,3,F,Bantamweight,M,Submission,D'Arce Choke On Ground,1,1:40,http://ufcstats.com/fight-details/8ce926b4d38a55a0
UFC Fight Night: Lee vs. Iaquinta,Keith Peterson,Kevin Lee,Al Iaquinta,Al Iaquinta,5,F,Lightweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/b9c82dfde8b66e37
UFC Fight Night: Lee vs. Iaquinta,Rob Hinds,Edson Barboza,Dan Hooker,Edson Barboza,3,F,Lightweight,M,KO/TKO,Punches to Body At Distance,3,2:19,http://ufcstats.com/fight-details/920b6f739a36e721
UFC Fight Night: Lee vs. Iaquinta,Robert Madrigal,Rob Font,Sergio Pettis,Rob Font,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4da4c5ef6a4ffc5b
UFC Fight Night: Lee vs. Iaquinta,Keith Peterson,Jim Miller,Charles Oliveira,Charles Oliveira,3,F,Lightweight,M,Submission,Rear Naked Choke,1,1:15,http://ufcstats.com/fight-details/f3e289f1423c0e6f
UFC Fight Night: Lee vs. Iaquinta,Rob Hinds,Zak Ottow,Dwight Grant,Zak Ottow,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/c0ab927864bb6e98
UFC Fight Night: Lee vs. Iaquinta,Keith Peterson,King Green,Drakkar Klose,Drakkar Klose,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b69d3d55c84f5dd6
UFC Fight Night: Lee vs. Iaquinta,Rob Hinds,Jared Gordon,Joaquim Silva,Joaquim Silva,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,3,2:39,http://ufcstats.com/fight-details/92fd2127f46b0cb7
UFC Fight Night: Lee vs. Iaquinta,Robert Madrigal,Gerald Meerschaert,Jack Hermansson,Jack Hermansson,3,F,Middleweight,M,Submission,Guillotine Choke On Ground,1,4:25,http://ufcstats.com/fight-details/986f0b480389ad25
UFC Fight Night: Lee vs. Iaquinta,Keith Peterson,Trevor Smith,Zak Cummings,Zak Cummings,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bf41783b9446891e
UFC Fight Night: Lee vs. Iaquinta,Joe Fipp,Dan Ige,Jordan Griffin,Dan Ige,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1b6e5363eb81c409
UFC Fight Night: Lee vs. Iaquinta,Rob Hinds,Adam Milstead,Mike Rodriguez,Mike Rodriguez,3,F,Light Heavyweight,M,KO/TKO,Knee to Body At Distance,1,2:59,http://ufcstats.com/fight-details/05f1e8ff81dbe05b
UFC Fight Night: Lee vs. Iaquinta,Joe Fipp,Chris de la Rocha,Juan Adams,Juan Adams,3,F,Heavyweight,M,KO/TKO,Knee to Body In Clinch,3,0:58,http://ufcstats.com/fight-details/c4f443509308dec6
UFC 231: Holloway vs. Ortega,Yves Lavigne,Max Holloway,Brian Ortega,Max Holloway,5,T,Featherweight,M,TKO - Doctor's Stoppage,,4,5:00,http://ufcstats.com/fight-details/4e55251b7a0df0c2
UFC 231: Holloway vs. Ortega,Todd Ronald Anderson,Valentina Shevchenko,Joanna Jedrzejczyk,Valentina Shevchenko,5,T,Women's Flyweight,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/48a2a476d3b59866
UFC 231: Holloway vs. Ortega,Jerin Valel,Alex Oliveira,Gunnar Nelson,Gunnar Nelson,3,F,Welterweight,M,Submission,Rear Naked Choke,2,4:17,http://ufcstats.com/fight-details/3a42dd84680f444b
UFC 231: Holloway vs. Ortega,Yves Lavigne,Hakeem Dawodu,Kyle Bochniak,Hakeem Dawodu,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/e0e22d7bc5a293e8
UFC 231: Holloway vs. Ortega,Todd Ronald Anderson,Jimi Manuwa,Thiago Santos,Thiago Santos,3,F,Light Heavyweight,M,KO/TKO,Punch to Head In Clinch,2,0:41,http://ufcstats.com/fight-details/37a7dc68f3a0e65d
UFC 231: Holloway vs. Ortega,Jerin Valel,Claudia Gadelha,Nina Nunes,Nina Nunes,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d5577e3272ef3032
UFC 231: Holloway vs. Ortega,Yves Lavigne,Olivier Aubin-Mercier,Gilbert Burns,Gilbert Burns,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1fa8537d3992a09a
UFC 231: Holloway vs. Ortega,Todd Ronald Anderson,Katlyn Cerminara,Jessica Eye,Jessica Eye,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/00b1e95f6aea7027
UFC 231: Holloway vs. Ortega,Jerin Valel,Elias Theodorou,Eryk Anders,Elias Theodorou,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/7d679c16024f6f38
UFC 231: Holloway vs. Ortega,Brian Beauchamp,Brad Katona,Matthew Lopez,Brad Katona,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/41feee2c08af2235
UFC 231: Holloway vs. Ortega,Graham Bettes,Chad Laprise,Dhiego Lima,Dhiego Lima,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,1:37,http://ufcstats.com/fight-details/e909e34cdee01831
UFC 231: Holloway vs. Ortega,Ivan Svec,Diego Ferreira,Kyle Nelson,Diego Ferreira,3,F,Lightweight,M,KO/TKO,Punches to Head From Mount,2,1:23,http://ufcstats.com/fight-details/fdc97f9b88bdef7d
UFC 231: Holloway vs. Ortega,Brian Beauchamp,Devin Clark,Aleksandar Rakic,Aleksandar Rakic,3,F,Light Heavyweight,M,KO/TKO,Spinning Back Fist Head,1,4:05,http://ufcstats.com/fight-details/19d1ae54681bc722
UFC Fight Night: Dos Santos vs. Tuivasa,Herb Dean,Junior Dos Santos,Tai Tuivasa,Junior Dos Santos,5,F,Heavyweight,M,KO/TKO,Punches to Head From Mount,2,2:30,http://ufcstats.com/fight-details/b6bd31215bd7ec1f
UFC Fight Night: Dos Santos vs. Tuivasa,Steve Perceval,Mauricio Rua,Tyson Pedro,Mauricio Rua,3,F,Light Heavyweight,M,KO/TKO,Punches to Head At Distance,3,0:43,http://ufcstats.com/fight-details/20063242f6e40d31
UFC Fight Night: Dos Santos vs. Tuivasa,Herb Dean,Mark Hunt,Justin Willis,Justin Willis,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/70feb2bfc12b97d4
UFC Fight Night: Dos Santos vs. Tuivasa,Jim Perdios,Jake Matthews,Anthony Rocco Martin,Anthony Rocco Martin,3,F,Welterweight,M,Submission,Anaconda Choke On Ground,3,1:19,http://ufcstats.com/fight-details/60cc0ac9ace28324
UFC Fight Night: Dos Santos vs. Tuivasa,Greg Kleynjans,Suman Mokhtarian,Sodiq Yusuff,Sodiq Yusuff,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,1,2:14,http://ufcstats.com/fight-details/0ac4f0c1b4d021f6
UFC Fight Night: Dos Santos vs. Tuivasa,Steve Perceval,Jimmy Crute,Paul Craig,Jimmy Crute,3,F,Light Heavyweight,M,Submission,Kimura From Half Guard,3,4:51,http://ufcstats.com/fight-details/29f40d82bd128c65
UFC Fight Night: Dos Santos vs. Tuivasa,Neil Swailes,Yushin Okami,Aleksei Kunchenko,Aleksei Kunchenko,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/73a299d44d2ef5cd
UFC Fight Night: Dos Santos vs. Tuivasa,Herb Dean,Wilson Reis,Ben Nguyen,Wilson Reis,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fa9ec0b8c4b3a84a
UFC Fight Night: Dos Santos vs. Tuivasa,Jim Perdios,Keita Nakamura,Salim Touahri,Keita Nakamura,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/94dcbc64641cbb6e
UFC Fight Night: Dos Santos vs. Tuivasa,Greg Kleynjans,Elias Garcia,Kai Kara-France,Kai Kara-France,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c65f4b4c0338d0c1
UFC Fight Night: Dos Santos vs. Tuivasa,Steve Perceval,Mizuto Hirota,Christos Giagos,Christos Giagos,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/69279781a89c893e
UFC Fight Night: Dos Santos vs. Tuivasa,Neil Swailes,Alex Gorgees,Damir Ismagulov,Damir Ismagulov,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/44c60f91b4f7b23d
The Ultimate Fighter: Heavy Hitters Finale,Yves Lavigne,Rafael Dos Anjos,Kamaru Usman,Kamaru Usman,5,F,Welterweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/0d077813b6164fe1
The Ultimate Fighter: Heavy Hitters Finale,Mark Smith,Juan Espino,Justin Frazier,Juan Espino,3,T,Heavyweight,M,Submission,Armbar From Crucifix,1,3:36,http://ufcstats.com/fight-details/cc73c73e6e3412d4
The Ultimate Fighter: Heavy Hitters Finale,Yves Lavigne,Pannie Kianzad,Macy Chiasson,Macy Chiasson,3,T,Women's Featherweight,F,Submission,Rear Naked Choke,2,2:11,http://ufcstats.com/fight-details/d99b2abf50e9a03e
The Ultimate Fighter: Heavy Hitters Finale,Chris Tognoni,Pedro Munhoz,Bryan Caraway,Pedro Munhoz,3,F,Bantamweight,M,KO/TKO,Kick to Body At Distance,1,2:39,http://ufcstats.com/fight-details/aa7d691fc6385acb
The Ultimate Fighter: Heavy Hitters Finale,Mark Smith,Darren Stewart,Edmen Shahbazyan,Edmen Shahbazyan,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/5b2835ac76f05993
The Ultimate Fighter: Heavy Hitters Finale,Yves Lavigne,Ji Yeon Kim,Antonina Shevchenko,Antonina Shevchenko,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c2fd3d874f558408
The Ultimate Fighter: Heavy Hitters Finale,Chris Tognoni,Ricky Glenn,Kevin Aguilar,Kevin Aguilar,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4e6bbc5832e55f64
The Ultimate Fighter: Heavy Hitters Finale,Yves Lavigne,Joseph Benavidez,Alex Perez,Joseph Benavidez,3,F,Flyweight,M,KO/TKO,Punches to Head On Ground,1,4:19,http://ufcstats.com/fight-details/1785c7fb722d3007
The Ultimate Fighter: Heavy Hitters Finale,Mark Smith,Maurice Greene,Michel Batista,Maurice Greene,3,F,Heavyweight,M,Submission,Triangle Choke From Bottom,1,2:14,http://ufcstats.com/fight-details/86046081e767437e
The Ultimate Fighter: Heavy Hitters Finale,Chris Tognoni,Julija Stoliarenko,Leah Letson,Leah Letson,3,F,Women's Featherweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/6abf4f61a1e11d34
The Ultimate Fighter: Heavy Hitters Finale,Yves Lavigne,Roosevelt Roberts,Darrell Horcher,Roosevelt Roberts,3,F,Lightweight,M,Submission,Guillotine Choke Standing,1,4:50,http://ufcstats.com/fight-details/d2ef04d5f384c05a
The Ultimate Fighter: Heavy Hitters Finale,Mark Smith,Tim Means,Ricky Rainey,Tim Means,3,F,Welterweight,M,KO/TKO,Punches to Head On Ground,1,1:18,http://ufcstats.com/fight-details/c7df07266a9597d9
The Ultimate Fighter: Heavy Hitters Finale,Chris Tognoni,Raoni Barcelos,Chris Gutierrez,Raoni Barcelos,3,F,Bantamweight,M,Submission,Rear Naked Choke,2,4:12,http://ufcstats.com/fight-details/e3f31cdd33b4ca92
UFC Fight Night: Blaydes vs. Ngannou 2,Marc Goddard,Curtis Blaydes,Francis Ngannou,Francis Ngannou,5,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,0:45,http://ufcstats.com/fight-details/12e12307414dafc6
UFC Fight Night: Blaydes vs. Ngannou 2,John Sharp,Alistair Overeem,Sergei Pavlovich,Alistair Overeem,3,F,Heavyweight,M,KO/TKO,Punches to Head On Ground,1,4:21,http://ufcstats.com/fight-details/1c43b38c1f4bdbe2
UFC Fight Night: Blaydes vs. Ngannou 2,Marc Goddard,Song Yadong,Vince Morales,Song Yadong,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d755a29a49c9ee09
UFC Fight Night: Blaydes vs. Ngannou 2,Peter Hickmott,Li Jingliang,David Zawada,Li Jingliang,3,F,Welterweight,M,KO/TKO,Kick to Body At Distance,3,4:07,http://ufcstats.com/fight-details/21992c366d3b4602
UFC Fight Night: Blaydes vs. Ngannou 2,Marc Goddard,Song Kenan,Alex Morono,Alex Morono,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9e1853861f58191f
UFC Fight Night: Blaydes vs. Ngannou 2,John Sharp,Wu Yanan,Lauren Mueller,Wu Yanan,3,F,Women's Flyweight,F,Submission,Armbar From Bottom Guard,1,4:00,http://ufcstats.com/fight-details/d1a93a55c8063ff3
UFC Fight Night: Blaydes vs. Ngannou 2,Thomas Fan,Hu Yaozong,Rashad Coulter,Rashad Coulter,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/438fbdd4cf27e324
UFC Fight Night: Blaydes vs. Ngannou 2,Peter Hickmott,Zhang Weili,Jessica Aguilar,Zhang Weili,3,F,Women's Strawweight,F,Submission,Armbar On Ground,1,3:41,http://ufcstats.com/fight-details/a932059e61f4c25e
UFC Fight Night: Blaydes vs. Ngannou 2,Marc Goddard,Pingyuan Liu,Martin Day,Pingyuan Liu,3,F,Bantamweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/43af7c5772e8198f
UFC Fight Night: Blaydes vs. Ngannou 2,John Sharp,Yan Xiaonan,Syuri Kondo,Yan Xiaonan,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e8093d77f566fe51
UFC Fight Night: Blaydes vs. Ngannou 2,Peter Hickmott,Kevin Holland,John Phillips,Kevin Holland,3,F,Middleweight,M,Submission,Rear Naked Choke,3,4:05,http://ufcstats.com/fight-details/02731f017c838ad4
UFC Fight Night: Blaydes vs. Ngannou 2,Thomas Fan,Sumudaerji,Louis Smolka,Louis Smolka,3,F,Bantamweight,M,Submission,Armbar On Ground,2,2:07,http://ufcstats.com/fight-details/8c109a0c53ed9618
UFC Fight Night: Magny vs. Ponzinibbio,Herb Dean,Neil Magny,Santiago Ponzinibbio,Santiago Ponzinibbio,5,F,Welterweight,M,KO/TKO,Punch to Head At Distance,4,2:36,http://ufcstats.com/fight-details/7e695ad026b2ec66
UFC Fight Night: Magny vs. Ponzinibbio,Keith Peterson,Ricardo Lamas,Darren Elkins,Ricardo Lamas,3,F,Featherweight,M,KO/TKO,Elbows to Head On Ground,3,4:09,http://ufcstats.com/fight-details/f9ab603b763998f7
UFC Fight Night: Magny vs. Ponzinibbio,Fernando Portella,Khalil Rountree Jr.,Johnny Walker,Johnny Walker,3,F,Light Heavyweight,M,KO/TKO,Elbow to Head In Clinch,1,1:57,http://ufcstats.com/fight-details/51ce499611a5df68
UFC Fight Night: Magny vs. Ponzinibbio,Keith Peterson,Cezar Ferreira,Ian Heinisch,Ian Heinisch,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3bde8910fabf0dd3
UFC Fight Night: Magny vs. Ponzinibbio,Eduardo Herdy,Guido Cannetti,Marlon Vera,Marlon Vera,3,F,Bantamweight,M,Submission,Rear Naked Choke,2,1:31,http://ufcstats.com/fight-details/b9a3b520e68f8142
UFC Fight Night: Magny vs. Ponzinibbio,Herb Dean,Cynthia Calvillo,Poliana Botelho,Cynthia Calvillo,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,1,4:48,http://ufcstats.com/fight-details/99bfad1679112591
UFC Fight Night: Magny vs. Ponzinibbio,Osiris Maia,Michel Prazeres,Bartosz Fabinski,Michel Prazeres,3,F,Welterweight,M,Submission,Guillotine Choke After Drop to Ground,1,1:02,http://ufcstats.com/fight-details/410aca28fda60f76
UFC Fight Night: Magny vs. Ponzinibbio,Herb Dean,Alexandre Pantoja,Yuta Sasaki,Alexandre Pantoja,3,F,Flyweight,M,Submission,Rear Naked Choke,1,2:18,http://ufcstats.com/fight-details/961f434fe238f40e
UFC Fight Night: Magny vs. Ponzinibbio,Keith Peterson,Humberto Bandenay,Austin Arnett,Austin Arnett,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/85f85003fadf7a7b
UFC Fight Night: Magny vs. Ponzinibbio,Fernando Portella,Laureano Staropoli,Hector Aldana,Laureano Staropoli,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/629c0eb319e01374
UFC Fight Night: Magny vs. Ponzinibbio,Osiris Maia,Devin Powell,Jesus Pinedo,Jesus Pinedo,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9cd172df74575fd4
UFC Fight Night: Magny vs. Ponzinibbio,Eduardo Herdy,Nad Narimani,Anderson Dos Santos,Nad Narimani,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c7bc8750e9503805
UFC Fight Night: Korean Zombie vs. Rodriguez,Kevin MacDonald,Chan Sung Jung,Yair Rodriguez,Yair Rodriguez,5,F,Featherweight,M,KO/TKO,Elbow to Head At Distance,5,4:59,http://ufcstats.com/fight-details/0ccd16201ac41ef8
UFC Fight Night: Korean Zombie vs. Rodriguez,Keith Peterson,Donald Cerrone,Mike Perry,Donald Cerrone,3,F,Welterweight,M,Submission,Armbar From Bottom Guard,1,4:46,http://ufcstats.com/fight-details/46cfd4aaa02ce202
UFC Fight Night: Korean Zombie vs. Rodriguez,Kevin MacDonald,Raquel Pennington,Germaine de Randamie,Germaine de Randamie,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0a667143584a2d96
UFC Fight Night: Korean Zombie vs. Rodriguez,Keith Peterson,Beneil Dariush,Thiago Moises,Beneil Dariush,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/14cf0828d6e373ab
UFC Fight Night: Korean Zombie vs. Rodriguez,Kevin MacDonald,Maycee Barber,Hannah Cifers,Maycee Barber,3,F,Women's Strawweight,F,KO/TKO,Punches to Head From Half Guard,2,2:01,http://ufcstats.com/fight-details/17f69a241aa952fd
UFC Fight Night: Korean Zombie vs. Rodriguez,Keith Peterson,Michael Trizano,Luis Pena,Michael Trizano,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/2c84f2cb1bb23ab8
